evidence_id,source_stage,source_artifact,source_row_or_claim_id,target,evidence_type,evidence_status,exact_value,display_value,allowed_sections,primary_or_secondary,allowed_wording,forbidden_wording,table_id,figure_id,citation_keys,limitations_required,verified
E_A110_LOOPING_HELDOUT,A1.10b,artifacts/a1_10_target_metrics.csv,pooled_AP|AP_lift|positive_F1,looping,BLIND_TEST,CONFIRMATORY_SUPPORTED,0.92176938453725654|0.39482874526785017|0.87698744769874482,,Abstract;Results R3;Discussion,primary,confirmatory_primary; positive_n=577; negative_n=518; prevalence=0.52694063926940637; final_grade=CONFIRMED_HELDOUT_SIGNAL,unseen benchmark; arbitrary agents; joint OOD; causality,,,,positive_n=577; negative_n=518; prevalence=0.52694063926940637; final_grade=CONFIRMED_HELDOUT_SIGNAL,true
E_A110_SIDE_EFFECT_HELDOUT,A1.10b,artifacts/a1_10_target_metrics.csv,pooled_AP|AP_lift|positive_F1,side_effect,BLIND_TEST,EXPLORATORY_SUPPORTED,0.10727900983026536|0.042850697670555743|0.16858237547892721,,Results R3 exploratory;Appendix;Limitations,secondary,exploratory_only; positive_n=71; negative_n=1031; prevalence=0.064428312159709622; final_grade=EXPLORATORY_TEST_RESULT,confirmatory Side Effect; deployment claim,,,,positive_n=71; negative_n=1031; prevalence=0.064428312159709622; final_grade=EXPLORATORY_TEST_RESULT,true
E_A110_SUCCESS_ASSISTANTBENCH_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,success,BLIND_TEST,DESCRIPTIVE_ONLY,0.35664286093142478|0.3125,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SUCCESS_VISUALWEBARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,success,BLIND_TEST,DESCRIPTIVE_ONLY,0.65371377322575641|0.65536723163841804,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SUCCESS_WEBARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,success,BLIND_TEST,DESCRIPTIVE_ONLY,0.64238981349837865|0.69201520912547532,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SUCCESS_WORKARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,success,BLIND_TEST,DESCRIPTIVE_ONLY,0.67478249870682472|0.76136363636363635,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_LOOPING_ASSISTANTBENCH_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,looping,BLIND_TEST,DESCRIPTIVE_ONLY,0.71268539178793511|0.77358490566037741,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_LOOPING_VISUALWEBARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,looping,BLIND_TEST,DESCRIPTIVE_ONLY,0.86925485267751856|0.86346863468634683,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_LOOPING_WEBARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,looping,BLIND_TEST,DESCRIPTIVE_ONLY,0.93054123427050739|0.8529411764705882,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_LOOPING_WORKARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,looping,BLIND_TEST,DESCRIPTIVE_ONLY,0.96316920731113065|0.90879478827361559,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SIDE_EFFECT_ASSISTANTBENCH_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,side_effect,BLIND_TEST,DESCRIPTIVE_ONLY,0.044366133550194274|0,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SIDE_EFFECT_VISUALWEBARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,side_effect,BLIND_TEST,DESCRIPTIVE_ONLY,0.13641754238732393|0.19858156028368795,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SIDE_EFFECT_WEBARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,side_effect,BLIND_TEST,DESCRIPTIVE_ONLY,0.10240745247563374|0.15384615384615385,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
E_A110_SIDE_EFFECT_WORKARENA_DESCRIPTIVE,A1.10b,artifacts/a1_10_benchmark_metrics.csv,benchmark_AP|positive_F1,side_effect,BLIND_TEST,DESCRIPTIVE_ONLY,0.11650994453207834|0.11428571428571428,,Results R6;Appendix;Limitations,secondary,descriptive_only; Performance varies descriptively; significance language is prohibited.,pairwise significance; prevalence inference,,,,Performance varies descriptively; significance language is prohibited.,true
FC1,A1.11,artifacts/a1_11_final_claim_matrix.csv,FC1,Success,claim_or_boundary,CONFIRMATORY_SUPPORTED,,,Results;Discussion,primary,frozen structural features; official held-out; evaluated benchmark families,unseen benchmark; arbitrary agents; joint task/model OOD; universal judging; causality,Table 1,Figure 2,,,true
FC2,A1.11,artifacts/a1_11_final_claim_matrix.csv,FC2,Looping,claim_or_boundary,CONFIRMATORY_SUPPORTED,,,Results;Discussion,primary,frozen structural features; official held-out; evaluated benchmark families,unseen benchmark; arbitrary agents; joint task/model OOD; universal judging; causality,Table 1,Figure 2,,,true
FE1,A1.11,artifacts/a1_11_final_claim_matrix.csv,FE1,Side Effect,claim_or_boundary,EXPLORATORY_SUPPORTED,,,Results;Discussion,primary,exploratory_only; low-support; not confirmatory,confirmed detector; confirmatory Side Effect claim; general deployment claim,Table 1,Figure 2,,,true
FD1,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD1,Success,claim_or_boundary,DEV_ONLY,,,Discussion,secondary,point-estimate trend; paired difference uncertain; dev-only,stable or significant superiority; held-out comparative claim,Table 3,Figure 4,,,true
FD2,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD2,Success,claim_or_boundary,DEV_ONLY,,,Discussion,secondary,no clear incremental AP gain; dev-only,stable dense superiority; official-test comparative claim,Table 3,Figure 4,,,true
FD3,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD3,All,claim_or_boundary,DEV_ONLY,,,Boundary ledger only,secondary,empirical dev pattern; target-dependent,general superiority or necessity,Table 3,Figure 4,,,true
FD4,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD4,Success,claim_or_boundary,DEV_ONLY,,,Discussion,secondary,predictive dependency only; dev-only,causal or dominant mechanism,Table 3,Figure 4,,,true
FD5,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD5,Looping,claim_or_boundary,DEV_ONLY,,,Discussion,secondary,stable predictive increment; non-causal; dev-only,complete or causal mechanism,Table 3,Figure 4,,,true
FD6,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD6,Success; Looping,claim_or_boundary,DEV_ONLY,,,Boundary ledger only,secondary,competitive point estimates; no equivalence claim,proven replacement or equivalence,Table 3,Figure 4,,,true
FD7,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD7,All,claim_or_boundary,DEV_ONLY,,,Boundary ledger only,secondary,model-only transfer; exploratory; same-task condition,joint task/model OOD or arbitrary-Agent generalization,Table 3,Figure 4,,,true
FD8,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD8,All,claim_or_boundary,DEV_ONLY,,,Boundary ledger only,secondary,no clear uniform hierarchy; dev-only,simple or complex models universally superior,Table 3,Figure 4,,,true
FD9,A1.11,artifacts/a1_11_final_claim_matrix.csv,FD9,All,claim_or_boundary,DEV_ONLY,,,Boundary ledger only,secondary,different empirical relationships; no fixed hierarchy,universal information hierarchy or causal theory,Table 3,Figure 4,,,true
DH1,A1.11,artifacts/a1_11_final_claim_matrix.csv,DH1,Success,claim_or_boundary,DESCRIPTIVE_ONLY,,,Results descriptive;Appendix;Limitations,secondary,descriptive heterogeneity only,Benchmark A significantly outperforms Benchmark B,Table 4,Figure 5,,,true
DH2,A1.11,artifacts/a1_11_final_claim_matrix.csv,DH2,Looping,claim_or_boundary,DESCRIPTIVE_ONLY,,,Results descriptive;Appendix;Limitations,secondary,descriptive heterogeneity only,Benchmark A significantly outperforms Benchmark B,Table 4,Figure 5,,,true
DH3,A1.11,artifacts/a1_11_final_claim_matrix.csv,DH3,Side Effect,claim_or_boundary,DESCRIPTIVE_ONLY,,,Results descriptive;Appendix;Limitations,secondary,descriptive heterogeneity only,Benchmark A significantly outperforms Benchmark B,Table 4,Figure 5,,,true
NS1,A1.11,artifacts/a1_11_final_claim_matrix.csv,NS1,All,claim_or_boundary,NOT_SUPPORTED,,,Boundary ledger only,secondary,predictive ranking/classification evidence only,calibrated risk or deployment safety,,,,,true
NS2,A1.11,artifacts/a1_11_final_claim_matrix.csv,NS2,All,claim_or_boundary,NOT_SUPPORTED,,,Boundary ledger only,secondary,descriptive variation only,significantly better or worse benchmark claims,,,,,true
PO1,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO1,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Our method generalizes to unseen benchmarks.,,,,,true
PO2,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO2,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Our method generalizes to arbitrary agents.,,,,,true
PO3,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO3,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Our method establishes joint task-and-model OOD robustness.,,,,,true
PO4,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO4,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Structural features causally determine Success or Looping.,,,,,true
PO5,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO5,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,The system is a universal Agent Judge.,,,,,true
PO6,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO6,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Side Effect is a confirmed held-out detector.,,,,,true
PO7,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO7,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Simple models universally outperform complex models.,,,,,true
PO8,A1.11,artifacts/a1_11_final_claim_matrix.csv,PO8,All,claim_or_boundary,PROHIBITED_OVERCLAIM,,,Boundary ledger only,secondary,must not be asserted as a supported finding,Dense semantics are generally unnecessary.,,,,,true
E_A21_EFFICIENCY,A2.1,artifacts/a2_1_efficiency_summary.csv;artifacts/a2_1_efficiency_relative_cost.csv,E_A21_EFFICIENCY,All,claim_or_boundary,EFFICIENCY_BENCHMARK,,,Results;Discussion,primary,under the recorded environment; cost comparison only,universal hardware superiority or cross-target accuracy-efficiency ranking,Table 2,Figure 3,,,true
E_A22_COEF_SUCCESS,A2.2,artifacts/a2_2_structural_coefficients.csv,E_A22_COEF_SUCCESS,Success,claim_or_boundary,POST_FREEZE_DIAGNOSTIC,,,Results;Discussion,primary,association within the frozen standardized LR,causal importance or mechanism,Table 5,Figure 4,,,true
E_A22_COEF_LOOPING,A2.2,artifacts/a2_2_structural_coefficients.csv,E_A22_COEF_LOOPING,Looping,claim_or_boundary,POST_FREEZE_DIAGNOSTIC,,,Results descriptive;Appendix;Limitations,secondary,association within the frozen standardized LR,causal importance or mechanism,Table 5,Figure 4 appendix panel,,,true
E_A22_METADATA_SUCCESS,A2.2,artifacts/a2_2_metadata_baseline_summary.csv,E_A22_METADATA_SUCCESS,Success,claim_or_boundary,POST_FREEZE_DIAGNOSTIC,,,Results;Discussion,primary,metadata contains non-trivial signal; B2 is descriptively higher on frozen dev,metadata confounding ruled out or B2 significantly beats metadata-only,Table 5,,,,true
E_A22_METADATA_LOOPING,A2.2,artifacts/a2_2_metadata_baseline_summary.csv,E_A22_METADATA_LOOPING,Looping,claim_or_boundary,POST_FREEZE_DIAGNOSTIC,,,Results descriptive;Appendix;Limitations,secondary,metadata contains non-trivial signal; B2 is descriptively higher on frozen dev,metadata confounding ruled out or B2 significantly beats metadata-only,Table 5,,,,true
E_A22_ERROR_SUCCESS,A2.2,artifacts/a2_2_error_case_notes.csv,E_A22_ERROR_SUCCESS,Success,claim_or_boundary,POST_FREEZE_DESCRIPTIVE,,,Results;Discussion,primary,illustrates selected failure modes,prevalence estimate or exhaustive taxonomy,Table 5,Figure 5,,,true
E_A22_ERROR_LOOPING,A2.2,artifacts/a2_2_error_case_notes.csv,E_A22_ERROR_LOOPING,Looping,claim_or_boundary,POST_FREEZE_DESCRIPTIVE,,,Results descriptive;Appendix;Limitations,secondary,illustrates selected failure modes,prevalence estimate or exhaustive taxonomy,Table 5,Figure 5 appendix alternative,,,true
LIM_A23_01,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_01,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,External validity is limited to evaluated benchmark families.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_02,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_02,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Side Effect remains low-support and exploratory.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_03,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_03,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Benchmark-level variation is descriptive heterogeneity only.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_04,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_04,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Relative method comparisons are development-only.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_05,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_05,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Ablations and coefficients do not identify causal mechanisms.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_06,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_06,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Correlated structural features limit coefficient isolation.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_07,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_07,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Metadata confounding is not fully ruled out.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_08,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_08,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Efficiency timing is specific to the recorded environment.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_09,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_09,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Structural morphology is not semantic task understanding.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
LIM_A23_10,A1.11+A2.1+A2.2+A2.3,docs/a1_11_limitations_ledger.md;docs/a2_3_final_limitations_ledger.md,LIM_A23_10,All,claim_or_boundary,LIMITATION,,,Limitations;Discussion,secondary,Calibration and deployment evidence are absent.,removal or weakening of the frozen limitation,,,,Required limitation retained in the final ledger.,true
M1_DATA_PROVENANCE,A0-A1.0,artifacts/dev_analysis_index.csv;artifacts/input_contract_summary.json,M1,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,"Record dataset origin, official split reuse, immutable trajectory key, cleaning, exclusions, and provenance.",Do not imply a new benchmark or modified expert labels.,,,,Do not imply a new benchmark or modified expert labels.,true
M2_ELIGIBILITY,A0.2-A1.1,artifacts/dev_analysis_index.csv;artifacts/a1_10_test_scored_predictions.csv,M2,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,"Define Success, Looping, and Side Effect eligibility and preserve Side Effect low support.",Side Effect is exploratory; do not infer missing labels.,,,,Side Effect is exploratory; do not infer missing labels.,true
M3_LEAKAGE_SAFE,A0.4-A1.10a,docs/input_contract.md;artifacts/a1_10a_test_structural_features.csv,M3,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,Describe whitelist processing and exclusion of reward/label and direct identity fields.,Natural-text collisions were not censored; morphology is not semantics.,,,,Natural-text collisions were not censored; morphology is not semantics.,true
M4_B2_FEATURES,A1.2-A1.9,artifacts/a1_9_final_model_manifest.json;configs/stage_a1_9_final_freeze.yaml,M4,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,List the frozen B2 representation and candidate-selection role exactly.,Do not call the ordinary classifier itself novel.,,,,Do not call the ordinary classifier itself novel.,true
M5_COMPARATORS,A1.2-A1.7,configs/baseline_registry.yaml;docs/stage_a1_7_frozen_dense_semantic_baseline_report.md,M5,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,Separate comparator definitions from final target-specific methods.,Relative method comparisons are dev-only.,,,,Relative method comparisons are dev-only.,true
M6_GROUPED_PROTOCOL,A1.1-A1.4,configs/evaluation_protocol.yaml;artifacts/lobo_primary_manifest.csv;artifacts/leave_one_model_out_manifest.csv,M6,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,"Describe grouped selection, LOBO diagnostics, and limited model-transfer scope.",LOBO/model transfer did not select the final method from official test and is not joint OOD.,,Fig 1,,LOBO/model transfer did not select the final method from official test and is not joint OOD.,true
M7_FINAL_FREEZE,A1.9,artifacts/a1_9_final_config_selection.csv;artifacts/a1_9_final_threshold_selection.csv;artifacts/a1_9_final_claim_freeze.csv,M7,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,"State target-specific final configurations, thresholds, and freeze timing.",No official-test tuning or post-freeze selection.,,Fig 1,,No official-test tuning or post-freeze selection.,true
M8_BLIND_HELDOUT,A1.10a-A1.10b,artifacts/a1_10a_blind_prediction_manifest.json;artifacts/a1_10_run_summary.json,M8,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,"Describe blind prediction commit, unlock, frozen scoring, and within-family scope.",Blind held-out is not independent external benchmark validation.,,Fig 1,,Blind held-out is not independent external benchmark validation.,true
M9_POST_FREEZE_DIAGNOSTICS,A2.1-A2.3,artifacts/a2_1_run_summary.json;artifacts/a2_2_run_summary.json;artifacts/a2_3_run_summary.json,M9,All,method provenance,INTEGRITY_ONLY,,,Methods;Appendix,primary,Label every A2 diagnostic as post-freeze and non-selective.,A2 diagnostics did not participate in final method or threshold selection.,,Fig 1,,A2 diagnostics did not participate in final method or threshold selection.,true
LIT_AGENTREWARDBENCH,A3.2+addendum,artifacts/a3_2_citation_registry.csv,lu2025agentrewardbench,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,lu2025agentrewardbench,A3.2 comparability and source-status boundary,true
LIT_WEB_SHEPHERD,A3.2+addendum,artifacts/a3_2_citation_registry.csv,chae2025webshepherd,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,chae2025webshepherd,A3.2 comparability and source-status boundary,true
LIT_AGENTRM,A3.2+addendum,artifacts/a3_2_citation_registry.csv,xia-etal-2025-agentrm,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,xia-etal-2025-agentrm,A3.2 comparability and source-status boundary,true
LIT_AGENT_AS_A_JUDGE,A3.2+addendum,artifacts/a3_2_citation_registry.csv,pmlr-v267-zhuge25a,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,pmlr-v267-zhuge25a,A3.2 comparability and source-status boundary,true
LIT_WEBARBITER,A3.2+addendum,artifacts/a3_2_citation_registry.csv,zhang2026webarbiter,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,zhang2026webarbiter,A3.2 comparability and source-status boundary,true
LIT_AGENTPROCESSBENCH,A3.2+addendum,artifacts/a3_2_citation_registry.csv,fan2026agentprocessbench,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,fan2026agentprocessbench,A3.2 comparability and source-status boundary,true
LIT_CUAREWARDBENCH,A3.2+addendum,artifacts/a3_2_citation_registry.csv,lin2026cuarewardbench,All,verified literature,VERIFIED_WITH_LIMITATION,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,lin2026cuarewardbench,A3.2 comparability and source-status boundary,true
LIT_SIMILAR_SRM,A3.2+addendum,artifacts/a3_2_citation_registry.csv,pmlr-v267-miao25b,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,pmlr-v267-miao25b,A3.2 comparability and source-status boundary,true
LIT_WEBGRAPHEVAL,A3.2+addendum,artifacts/a3_2_citation_registry.csv,qian2025webgrapheval,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,qian2025webgrapheval,A3.2 comparability and source-status boundary,true
LIT_WEBSTEP,A3.2+addendum,artifacts/a3_2_citation_registry.csv,chung2026did,All,verified literature,VERIFIED_PRIMARY,,,Introduction;Related Work;Discussion,secondary,Use only the verified canonical identity and A3.2 property comparison.,numeric head-to-head; performance ranking; unsupported firstness,Related Work positioning table,,chung2026did,A3.2 comparability and source-status boundary,true
RW_NOVELTY,A3.2 addendum,docs/a3_2_positioning_and_novelty_contract.md,novelty_after,All,positioning boundary,CLAIM_FREEZE,,,Introduction;Related Work;Discussion,primary,lightweight fixed-dimensional structural signals for outcome-oriented web-agent trajectory evaluation under a frozen blind-held-out protocol,firstness; broad structural-evaluator novelty,Related Work positioning table,,,Protocol mismatch bounds cross-paper comparison.,true
RW_WEBGRAPHEVAL,A3.2 addendum,artifacts/a3_2_addendum_closest_work_patch.csv,WebGraphEval,All,positioning boundary,CLAIM_FREEZE,,,Introduction;Related Work;Discussion,primary,WebGraphEval = PARTIALLY_COMPARABLE,direct comparison; outperforms WebGraphEval,Related Work positioning table,,,Protocol mismatch bounds cross-paper comparison.,true
RW_WEBSTEP,A3.2 addendum,artifacts/a3_2_addendum_closest_work_patch.csv,WebStep,All,positioning boundary,CLAIM_FREEZE,,,Introduction;Related Work;Discussion,primary,WebStep = CONTEXT_ONLY,same target or protocol; outperforms WebStep,Related Work positioning table,,,Protocol mismatch bounds cross-paper comparison.,true
RW_SIMILAR_IDENTITY,A3.2 addendum,artifacts/a3_2_addendum_closest_work_patch.csv,Similar canonical identity,All,positioning boundary,CLAIM_FREEZE,,,Introduction;Related Work;Discussion,primary,Similar canonical paper identity resolved,duplicate or alias citation,Related Work positioning table,,,Protocol mismatch bounds cross-paper comparison.,true
RW_NO_HEAD_TO_HEAD,A3.2 addendum,artifacts/a3_2_addendum_run_summary.json,head_to_head_after,All,positioning boundary,CLAIM_FREEZE,,,Introduction;Related Work;Discussion,primary,DIRECTLY_COMPARABLE = 0; NO_VALID_CROSS_PAPER_HEAD_TO_HEAD,cross-paper performance leaderboard,Related Work positioning table,,,Protocol mismatch bounds cross-paper comparison.,true
LIM_A23_11,A2.3+A3.2,docs/a2_3_final_limitations_ledger.md,LIM_A23_11,All,limitation,LIMITATION,,,Limitations;Discussion,primary,Efficiency timing is specific to the recorded environment.,"universal timing, hardware, or resource superiority",,,,Must be retained without weakening.,true
LIM_A23_12,A2.3+A3.2,docs/a2_3_final_limitations_ledger.md,LIM_A23_12,All,limitation,LIMITATION,,,Limitations;Discussion,primary,Structural morphology is not semantic task understanding.,semantics are unnecessary,,,,Must be retained without weakening.,true
LIM_A33_13,A2.3+A3.2,docs/a3_2_agentrewardbench_relationship.md,LIM_A33_13,All,limitation,LIMITATION,,,Limitations;Discussion,primary,No independent external benchmark validation was conducted.,blind held-out equals independent external validation,,,,Must be retained without weakening.,true
LIM_A33_14,A2.3+A3.2,artifacts/a3_2_addendum_run_summary.json,LIM_A33_14,All,limitation,LIMITATION,,,Limitations;Discussion,primary,Cross-paper comparison is limited by protocol mismatch.,cross-paper performance ranking,,,,Must be retained without weakening.,true
NUM_001,A3.1,artifacts/a2_3_table_1_main_heldout_results.csv,Success:eligible_n,Success,frozen display value,CONFIRMATORY_SUPPORTED,1097,1097,Abstract;Results R3;Discussion,primary,Reuse the frozen display value exactly.,recompute; re-round; substitute precision,Table1_Main_Heldout_Results,,,Preserve source evidence status and display contract.,true
