field_path,observed_type,example_value_redacted,presence_count,benchmark,model_name,possible_semantic_role
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,2658,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,3077,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,1012,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,894,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,714,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,2258,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,503,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,510,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,676,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,3106,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,2971,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,3494,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources,list,<list:5>,3311,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,9250,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,5103,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,7319,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,8401,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,2848,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,2586,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,1986,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,6524,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,1514,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,1528,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,2048,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,9248,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,8935,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,10594,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[],dict,<dict:2>,9933,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,7821,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,4337,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,6137,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,7052,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,2408,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,2220,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,1668,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,5475,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,1291,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,1299,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,1755,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,7940,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,7665,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,9075,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attribute,str,aria-labelledby,8521,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,161,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,70,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,72,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,96,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,142,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,150,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,92,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,220,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,46,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,46,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,61,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,623,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,582,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,667,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue,dict,<dict:2>,643,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,22,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,2,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,2,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,2,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,1,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,36,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,35,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,47,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes,list,<list:1>,35,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,22,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,2,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,2,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,2,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,1,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,36,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,35,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,47,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[],dict,<dict:3>,35,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1092,22,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1092,2,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1092,2,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1092,2,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1226,1,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1252,36,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1253,35,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1046,47,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].backendDOMNodeId,int,1271,35,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,button--:r9:--0,22,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,button--:r9:--0,2,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,button--:r9:--0,2,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,button--:r9:--0,2,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,select2-submission_forum-container,1,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,11133b75870003005f9f578c87cb0bfe,36,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,11133b75870003005f9f578c87cb0bfe,35,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,11133b75870003005f9f578c87cb0bfe,47,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].idref,str,11133b75870003005f9f578c87cb0bfe,35,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,What is DuckDuckGo?,22,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,What is DuckDuckGo?,2,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,What is DuckDuckGo?,2,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,What is DuckDuckGo?,2,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,Choose one…,1,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,Business Applications,36,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,Business Applications,35,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,Business Applications,47,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.relatedNodes[].text,str,Business Applications,35,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,161,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,70,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,72,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,96,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,142,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,150,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,92,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,220,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,46,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,46,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,61,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,623,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,582,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,667,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.type,str,string,643,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Learn about DuckDuckGo,161,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Learn about DuckDuckGo,70,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Learn about DuckDuckGo,72,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Learn about DuckDuckGo,96,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Osclass classifieds script,142,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Osclass classifieds script,150,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Osclass classifieds script,92,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,,220,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,,46,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,,46,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,,61,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Global skip links,623,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Global skip links,582,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Global skip links,667,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].attributeValue.value,str,Global skip links,643,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,277,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,130,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,189,assistantbench,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,200,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,36,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,36,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,24,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,170,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,15,webarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,15,webarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,20,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,233,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,248,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,294,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSource,str,title,249,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,6,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,3,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,5,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,53,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,8,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,8,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,20,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue,dict,<dict:2>,9,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,6,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,3,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,5,visualwebarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,53,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,8,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,8,workarena,GenericAgent-anthropic_claude-3.7-sonnet,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,20,workarena,GenericAgent-gpt-4o-2024-11-20,observation_or_environment_state
$.steps[].axtree_obj.nodes[].name.sources[].nativeSourceValue.relatedNodes,list,<list:1>,9,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,observation_or_environment_state
