trajectory_key,group_key,target,label,outer_fold,outer_role,inner_split,inner_n_splits,benchmark_original,benchmark_group_primary,benchmark_group_secondary,normalized_task_id,model_name,official_split
visualwebarena::visualwebarena.739::GenericAgent-anthropic_claude-3.7-sonnet,visualwebarena::visualwebarena.739,side_effect,0,3,outer_validation,not_applicable,5,visualwebarena,visualwebarena,visualwebarena,visualwebarena.739,GenericAgent-anthropic_claude-3.7-sonnet,dev
visualwebarena::visualwebarena.739::GenericAgent-gpt-4o-2024-11-20,visualwebarena::visualwebarena.739,side_effect,0,3,outer_validation,not_applicable,5,visualwebarena,visualwebarena,visualwebarena,visualwebarena.739,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.15::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.15,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.15,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.15::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.15,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.15,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.15::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.15,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.15,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.15::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.15,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.15,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.171::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.171,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.171,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.171::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.171,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.171,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.171::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.171,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.171,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.171::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.171,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.171,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.265::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.265,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.265,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.265::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.265,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.265,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.265::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.265,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.265,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.265::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.265,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.265,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.27::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.27,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.27,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.27::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.27,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.27,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.27::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.27,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.27,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.27::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.27,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.27,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.306::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.306,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.306,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.306::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.306,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.306,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.306::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.306,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.306,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.306::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.306,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.306,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.327::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.327,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.327,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.327::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.327,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.327,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.327::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.327,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.327,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.327::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.327,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.327,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.33::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.33,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.33,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.33::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.33,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.33,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.33::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.33,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.33,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.33::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.33,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.33,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.344::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.344,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.344,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.344::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.344,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.344,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.344::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.344,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.344,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.344::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.344,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.344,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.370::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.370,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.370,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.370::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.370,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.370,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.370::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.370,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.370,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.370::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.370,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.370,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.380::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.380,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.380,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.380::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.380,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.380,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.380::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.380,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.380,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.380::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.380,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.380,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.416::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.416,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.416,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.416::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.416,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.416,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.416::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.416,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.416,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.416::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.416,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.416,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.427::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.427,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.427,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.427::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.427,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.427,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.427::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.427,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.427,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.427::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.427,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.427,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.430::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.430,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.430,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.430::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.430,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.430,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.430::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.430,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.430,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.430::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.430,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.430,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.578::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.578,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.578,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.578::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.578,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.578,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.578::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.578,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.578,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.578::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.578,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.578,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.583::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.583,side_effect,1,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.583,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.583::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.583,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.583,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.583::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.583,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.583,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.583::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.583,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.583,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.586::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.586,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.586,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.586::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.586,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.586,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.586::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.586,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.586,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.604::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.604,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.604,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.604::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.604,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.604,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.604::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.604,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.604,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.604::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.604,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.604,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.629::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.629,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.629,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.629::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.629,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.629,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.629::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.629,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.629,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.629::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.629,side_effect,0,3,outer_validation,not_applicable,5,webarena,webarena,webarena,webarena.629,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.666::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.666,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.666,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.666::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.666,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.666,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.666::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.666,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.666,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.666::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.666,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.666,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.690::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.690,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.690,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.690::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.690,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.690,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.690::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.690,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.690,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.690::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.690,side_effect,1,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.690,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.740::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.740,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.740,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.740::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.740,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.740,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.740::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.740,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.740,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.740::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.740,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.740,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
webarena::webarena.778::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena::webarena.778,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.778,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
webarena::webarena.778::GenericAgent-anthropic_claude-3.7-sonnet,webarena::webarena.778,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.778,GenericAgent-anthropic_claude-3.7-sonnet,dev
webarena::webarena.778::GenericAgent-gpt-4o-2024-11-20,webarena::webarena.778,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.778,GenericAgent-gpt-4o-2024-11-20,dev
webarena::webarena.778::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena::webarena.778,side_effect,0,3,outer_train,inner_train,5,webarena,webarena,webarena,webarena.778,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
workarena::workarena.servicenow.create-user::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena::workarena.servicenow.create-user,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
workarena::workarena.servicenow.create-user::GenericAgent-anthropic_claude-3.7-sonnet,workarena::workarena.servicenow.create-user,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-anthropic_claude-3.7-sonnet,dev
workarena::workarena.servicenow.create-user::GenericAgent-gpt-4o-2024-11-20,workarena::workarena.servicenow.create-user,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-gpt-4o-2024-11-20,dev
workarena::workarena.servicenow.create-user::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena::workarena.servicenow.create-user,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-anthropic_claude-3.7-sonnet,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-gpt-4o-2024-11-20,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-gpt-4o-2024-11-20,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,side_effect,0,3,outer_train,inner_validation,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,side_effect,0,3,outer_train,inner_validation,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-gpt-4o-2024-11-20,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,side_effect,0,3,outer_train,inner_validation,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-gpt-4o-2024-11-20,dev
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,side_effect,0,3,outer_train,inner_validation,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-anthropic_claude-3.7-sonnet,dev
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-gpt-4o-2024-11-20,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-gpt-4o-2024-11-20,dev
workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,dev
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,dev
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,side_effect,0,3,outer_train,inner_train,5,workarena,workarena,workarena_l2,workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-anthropic_claude-3.7-sonnet,dev
