protocol,trajectory_key,target,label,held_out_model,role,inner_fold,inner_n_splits,benchmark_group_primary,benchmark_group_secondary,group_key,model_name
leave_one_model_out,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-gpt-4o-2024-11-20,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-gpt-4o-2024-11-20,external_validation,,5,workarena,workarena_l2,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-gpt-4o-2024-11-20,train,3,5,workarena,workarena_l2,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.11::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.11::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,assistantbench::assistantbench.validation.11::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,assistantbench::assistantbench.validation.11::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.25::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.25::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,assistantbench::assistantbench.validation.25::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,assistantbench::assistantbench.validation.25::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.31::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.31::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,assistantbench::assistantbench.validation.31::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,assistantbench::assistantbench.validation.31::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.3::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.3::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,assistantbench::assistantbench.validation.3::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,assistantbench::assistantbench.validation.3::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.4::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.4::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,assistantbench::assistantbench.validation.4::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,assistantbench::assistantbench.validation.4::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.5::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,assistantbench::assistantbench.validation.5::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,assistantbench::assistantbench.validation.5::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,assistantbench::assistantbench.validation.5::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.118::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.118,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.118::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.118,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.118::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.118,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.133::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.133,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.133::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.133,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.133::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.133,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.248::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,1,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.248,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.248::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.248,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.248::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.248,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.352::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.352,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.352::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.352,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.352::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.352,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.419::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.419,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.419::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.419,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.419::GenericAgent-gpt-4o-2024-11-20,side_effect,1,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.419,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.525::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.525,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.525::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.525,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.525::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,2,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.525,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.64::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.64,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.64::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.64,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.64::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.64,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,visualwebarena::visualwebarena.739::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.739,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,visualwebarena::visualwebarena.739::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.739,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,visualwebarena::visualwebarena.739::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.739,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.15::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,webarena,webarena,webarena::webarena.15,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.15::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,webarena,webarena,webarena::webarena.15,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.15::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,webarena,webarena,webarena::webarena.15,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.15::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.15,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.171::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,webarena,webarena,webarena::webarena.171,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.171::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,webarena,webarena,webarena::webarena.171,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.171::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,webarena,webarena,webarena::webarena.171,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.171::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.171,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.265::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.265,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.265::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.265,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.265::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.265,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.265::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.265,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.27::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,1,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.27,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.27::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.27,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.27::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.27,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.27::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.27,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.306::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.306,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.306::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.306,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.306::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.306,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.306::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.306,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.327::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.327,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.327::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.327,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.327::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.327,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.327::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.327,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.33::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,webarena,webarena,webarena::webarena.33,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.33::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,webarena,webarena,webarena::webarena.33,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.33::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,3,5,webarena,webarena,webarena::webarena.33,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.33::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.33,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.344::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.344,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.344::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.344,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.344::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.344,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.344::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.344,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.370::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,webarena,webarena,webarena::webarena.370,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.370::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,webarena,webarena,webarena::webarena.370,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.370::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,1,5,webarena,webarena,webarena::webarena.370,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.370::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.370,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.380::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.380,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.380::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.380,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.380::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.380,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.380::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.380,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.416::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.416,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.416::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.416,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.416::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,5,5,webarena,webarena,webarena::webarena.416,GenericAgent-gpt-4o-2024-11-20
leave_one_model_out,webarena::webarena.416::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,external_validation,,5,webarena,webarena,webarena::webarena.416,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
leave_one_model_out,webarena::webarena.427::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.427,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
leave_one_model_out,webarena::webarena.427::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.427,GenericAgent-anthropic_claude-3.7-sonnet
leave_one_model_out,webarena::webarena.427::GenericAgent-gpt-4o-2024-11-20,side_effect,0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,train,4,5,webarena,webarena,webarena::webarena.427,GenericAgent-gpt-4o-2024-11-20
