protocol,trajectory_key,target,label,held_out_group,role,inner_split,inner_n_splits,benchmark_group_primary,benchmark_group_secondary,group_key,model_name
primary_four_group,webarena::webarena.15::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.15,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.15::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.15,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.15::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.15,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.15::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.15,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.171::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.171::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.171::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.171::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.265::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.265::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.265::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.265::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.27::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,1,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.27,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.27::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.27,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.27::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.27,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.27::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.27,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.306::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.306::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.306::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.306::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.327::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.327::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.327::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.327::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.33::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.33::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.33::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.33::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.344::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.344,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.344::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.344,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.344::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.344,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.344::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.344,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.370::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.370::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.370::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.370::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.380::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.380::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.380::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.380::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.416::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.416::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.416::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.416::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.427::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.427::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.427::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.427::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.430::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.430::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.430::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.430::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.578::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.578::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.578::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.578::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.583::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.583::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.583::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.583::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.586::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.586,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.586::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.586,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.586::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.586,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.604::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.604::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.604::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.604::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.629::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.629::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.629::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.629::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.666::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.666::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.666::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.666::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.690::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.690,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.690::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.690,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.690::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.690,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.690::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.690,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.740::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.740,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.740::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.740,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.740::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.740,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.740::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.740,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.778::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.778,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.778::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.778,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.778::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.778,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.778::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.778,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.create-user::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.create-user::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,workarena::workarena.servicenow.create-user::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-gpt-4o-2024-11-20
primary_four_group,workarena::workarena.servicenow.create-user::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l1,workarena::workarena.servicenow.create-user,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-gpt-4o-2024-11-20
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-gpt-4o-2024-11-20
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-gpt-4o-2024-11-20
primary_four_group,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-gpt-4o-2024-11-20
primary_four_group,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-gpt-4o-2024-11-20,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-gpt-4o-2024-11-20
primary_four_group,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,side_effect,0,workarena,validation,not_applicable,5,workarena,workarena_l2,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,GenericAgent-anthropic_claude-3.7-sonnet
