trajectory_key,benchmark,benchmark_split_namespace,task_id,model_name,exp_name,official_split,annotation_count,annotator_count,primary_annotator,secondary_annotators,success_values,success_primary_label_audit_only,success_label,success_status,success_eligible_main,side_effect_values,side_effect_primary_label_audit_only,side_effect_label,side_effect_status,side_effect_eligible_main,looping_values,looping_primary_label_audit_only,looping_label,looping_status,looping_eligible_main
webarena::webarena.764::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.764,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""No"", ""No""]",0,0,duplicate_agreement,true,"[""Yes"", ""No""]",1,,duplicate_disagreement,false
webarena::webarena.764::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.764,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.769::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.769,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.769::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.769,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.769::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.769,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""No"", ""No""]",0,0,duplicate_agreement,true,"[""Yes"", ""Yes""]",1,1,duplicate_agreement,true
webarena::webarena.769::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.769,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.776::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.776,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.776::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.776,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.776::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.776,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""No"", ""No""]",0,0,duplicate_agreement,true,"[""No"", ""No""]",0,0,duplicate_agreement,true
webarena::webarena.776::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.776,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.778::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.778,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,dev,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.778::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.778,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,dev,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.778::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.778,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,dev,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""No"", ""No""]",0,0,duplicate_agreement,true,"[""Yes"", ""Yes""]",1,1,duplicate_agreement,true
webarena::webarena.778::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.778,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,dev,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.788::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.788,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.788::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.788,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,test,1,1,F,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.788::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.788,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""Yes"", ""No""]",1,,duplicate_disagreement,false,"[""No"", ""No""]",0,0,duplicate_agreement,true
webarena::webarena.788::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.788,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.789::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.789,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.789::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.789,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.789::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.789,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Successful"", ""Unsuccessful""]",1,,duplicate_disagreement,false,"[""Yes"", ""Yes""]",1,1,duplicate_agreement,true,"[""Yes"", ""Yes""]",1,1,duplicate_agreement,true
webarena::webarena.789::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.789,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.790::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.790,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.790::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.790,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.790::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.790,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""No"", ""No""]",0,0,duplicate_agreement,true,"[""Yes"", ""Yes""]",1,1,duplicate_agreement,true
webarena::webarena.790::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,webarena,webarena,webarena.790,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
webarena::webarena.805::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,webarena,webarena,webarena.805,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.805::GenericAgent-anthropic_claude-3.7-sonnet,webarena,webarena,webarena.805,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
webarena::webarena.805::GenericAgent-gpt-4o-2024-11-20,webarena,webarena,webarena.805,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,test,2,2,B,"[""F""]","[""Unsuccessful"", ""Unsuccessful""]",0,0,duplicate_agreement,true,"[""Yes"", ""Yes""]",1,1,duplicate_agreement,true,"[""Yes"", ""No""]",1,,duplicate_disagreement,false
workarena::workarena.servicenow.all-menu::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l1,workarena.servicenow.all-menu,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.all-menu::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l1,workarena.servicenow.all-menu,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.all-menu::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l1,workarena.servicenow.all-menu,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.all-menu::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l1,workarena.servicenow.all-menu,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l2,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l2,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l2,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l2,workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.create-hardware-asset::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l1,workarena.servicenow.create-hardware-asset,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.create-hardware-asset::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l1,workarena.servicenow.create-hardware-asset,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-hardware-asset::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l1,workarena.servicenow.create-hardware-asset,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-hardware-asset::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l1,workarena.servicenow.create-hardware-asset,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-problem::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l1,workarena.servicenow.create-problem,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-problem::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l1,workarena.servicenow.create-problem,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.create-problem::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l1,workarena.servicenow.create-problem,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.create-problem::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l1,workarena.servicenow.create-problem,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.create-user::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,dev,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-user::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,dev,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-user::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,dev,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.create-user::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l1,workarena.servicenow.create-user,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,dev,1,1,A,[],"[""Successful""]",1,1,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,F,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,dev,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,dev,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,dev,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_workarena.servicenow,dev,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2::GenericAgent-anthropic_claude-3.7-sonnet,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
workarena::workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2::GenericAgent-gpt-4o-2024-11-20,workarena,workarena_l2,workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_workarena.servicenow,test,1,1,A,[],"[""Unsuccessful""]",0,0,single_annotation,true,"[""No""]",0,0,single_annotation,true,"[""Yes""]",1,1,single_annotation,true
